date,p0,p1
2020-01-31,0.9857491976513062,0.014250802348512196
2020-02-29,0.9975845605294842,0.0024154394703117194
2020-03-31,0.9997480028085021,0.0002519971913964097
2020-04-30,0.9999999070705642,9.292934809180165e-08
2020-05-31,1.0,3.0392064051728245e-21
2020-06-30,1.0,6.331910772089514e-22
2020-07-31,0.9999999999977263,2.3801241602318483e-12
2020-08-31,0.9999999954907253,4.5092982754111216e-09
2020-09-30,0.9999999789220058,2.107781919793755e-08
2020-10-31,0.9999999940796442,5.920422614654078e-09
2020-11-30,0.9999997418040372,2.5819609382966844e-07
2020-12-31,0.9999999435212901,5.647856781182687e-08
2021-01-31,0.9999999906826815,9.317414367393093e-09
2021-02-28,0.9999999980827852,1.917075960034885e-09
2021-03-31,1.0,1.2722236075193567e-13
2021-04-30,0.9999999999636202,3.629177149351738e-11
2021-05-31,0.9999999999877218,1.2347996858543987e-11
2021-06-30,0.9999999998381099,1.6190246069241643e-10
2021-07-31,0.9999999104766215,8.952341385363654e-08
2021-08-31,0.9999994572891973,5.42710656360182e-07
2021-09-30,0.9999990142301014,9.857698300465997e-07
2021-10-31,0.9999535782483225,4.642175148582405e-05
2021-11-30,0.9797662651838365,0.020233734816102703
2021-12-31,0.9292168134239583,0.0707831865760139
2022-01-31,0.2777673640907366,0.7222326359091624
2022-02-28,0.009896452112894041,0.9901035478872314
2022-03-31,0.0001954543272665514,0.9998045456725098
2022-04-30,2.9122017320963395e-09,0.999999997087798
2022-05-31,2.411251716227526e-08,0.9999999758874768
2022-06-30,4.760077541951573e-10,0.9999999995238795
2022-07-31,4.4656769682542554e-08,0.9999999553433564
2022-08-31,2.3293748976236407e-11,0.9999999999768079
2022-09-30,6.808153149745175e-16,1.0
2022-10-31,4.62928656409831e-16,1.0
2022-11-30,1.6370936047555252e-13,1.0
2022-12-31,4.8567471518463964e-14,1.0
2023-01-31,1.6308212482994237e-12,0.999999999998181
2023-02-28,2.1165476338934186e-14,1.0
2023-03-31,1.1274706828196933e-10,0.9999999998872227
2023-04-30,3.2674209036570943e-10,0.9999999996730367
2023-05-31,8.086662978450198e-12,0.9999999999918145
2023-06-30,3.3656200002848684e-12,0.9999999999968168
2023-07-31,2.948617031285128e-12,0.9999999999972715
2023-08-31,2.268260692036249e-11,0.9999999999772626
2023-09-30,5.6704693317755e-13,0.9999999999995453
2023-10-31,3.039866500116666e-14,1.0
2023-11-30,6.80100135014147e-11,0.9999999999317879
2023-12-31,6.852485624438124e-10,0.9999999993146957
2024-01-31,3.403747729911312e-10,0.999999999659849
2024-02-29,1.4121541991090443e-10,0.9999999998585736
2024-03-31,1.7265534604134055e-09,0.9999999982733243
2024-04-30,8.802100679299029e-12,0.9999999999913598
2024-05-31,2.773929925995143e-10,0.9999999997226041
2024-06-30,8.324877853227964e-10,0.9999999991673576
2024-07-31,4.613219112057906e-11,0.9999999999540705
2024-08-31,4.1424620197742485e-10,0.9999999995857252
2024-09-30,2.6040921731739463e-11,0.9999999999740794
2024-10-31,5.937484634293016e-13,0.9999999999995453
2024-11-30,2.015076352808302e-10,0.9999999997985469
2024-12-31,1.2060411395006935e-10,0.999999999879492
2025-01-31,2.3084114182852978e-11,0.9999999999768079
2025-02-28,7.0941541695857875e-12,0.999999999992724
2025-03-31,4.883270258159906e-12,0.9999999999949978
2025-04-30,5.674011014339003e-13,0.9999999999995453
2025-05-31,5.444088308205103e-13,0.9999999999995453
2025-06-30,5.042519117943138e-12,0.9999999999949978
2025-07-31,1.0594490168078189e-11,0.9999999999895408
2025-08-31,7.315841135114155e-11,0.9999999999267857
2025-09-30,2.505667575827545e-10,0.9999999997494342
2025-10-31,3.862045298057057e-11,0.9999999999613465
2025-11-30,8.547208713480551e-11,0.9999999999145075
2025-12-31,1.5313029500458645e-12,0.9999999999986358
2026-01-31,2.8689171434049837e-12,0.9999999999972715
2026-03-31,6.732633768343045e-11,0.9999999999326974
2026-04-30,1.2284072197432997e-09,0.9999999987717274
2026-05-31,2.774865617130239e-10,0.9999999997226041
2026-06-30,7.789744419314806e-11,0.9999999999222382
2026-07-31,1.5099603149214358e-10,0.9999999998490239
