eta,lag,cost_bp,source,sharpe_static,sharpe_timed,diff,diff_p05,diff_p95,p_one_sided,mean_turnover,n_months
0.5,0,20,hmm_filtered,0.2117096456711808,0.1865406767162276,-0.025168968954953214,-0.20483821349428874,0.13944662923961706,0.5965,0.034102767974607776,258
0.5,0,20,hmm_smoothed,0.2117096456711808,0.2893869156050456,0.07767726993386478,-0.054637457251244435,0.22847272755046952,0.1685,0.03491894042322717,258
0.5,0,50,hmm_filtered,0.2117096456711808,0.1586247481590177,-0.05308489751216311,-0.23233987508198478,0.11055245042451367,0.703,0.034102767974607776,258
0.5,0,50,hmm_smoothed,0.2117096456711808,0.26246953768374287,0.05075989201256206,-0.08307468919334249,0.20147329205638484,0.262,0.03491894042322717,258
0.5,1,10,hmm_filtered,0.20637752512387034,0.2079837115482283,0.0016061864243579749,-0.1761900727328886,0.18381589698871875,0.482,0.033943340251255574,257
0.5,1,10,hmm_smoothed,0.20637752512387034,0.22503335343743255,0.018655828313562217,-0.13061232419023242,0.18923616567067436,0.407,0.034916552423541504,257
0.5,1,20,hmm_filtered,0.20637752512387034,0.1988527841643317,-0.007524740959538645,-0.18547079407976225,0.17389028729911302,0.5185,0.033943340251255574,257
0.5,1,20,hmm_smoothed,0.20637752512387034,0.21607389229306173,0.009696367169191394,-0.13885975291588237,0.18105026196558444,0.4485,0.034916552423541504,257
0.5,1,50,hmm_filtered,0.20637752512387034,0.17140541328849745,-0.03497211183537288,-0.20965777359030227,0.14447141391051335,0.6105,0.033943340251255574,257
0.5,1,50,hmm_smoothed,0.20637752512387034,0.18924002209836943,-0.017137503025500905,-0.16702117389359933,0.15228627284959262,0.5515,0.034916552423541504,257
1.0,0,10,hmm_filtered,0.2117096456711808,0.14482150486690087,-0.06688814080427993,-0.38642162251737266,0.23844285523665262,0.6375,0.06820553594921555,258
1.0,0,10,hmm_smoothed,0.2117096456711808,0.31567507040254955,0.10396542473136874,-0.14003228061457024,0.3637363459899664,0.2385,0.06983788084645434,258
1.0,0,20,hmm_filtered,0.2117096456711808,0.12983088738570803,-0.08187875828547278,-0.40151486197500513,0.22092575461062247,0.665,0.06820553594921555,258
1.0,0,20,hmm_smoothed,0.2117096456711808,0.30150761113432695,0.08979796546314614,-0.15270961564013025,0.3487087200303295,0.27,0.06983788084645434,258
1.0,0,50,hmm_filtered,0.2117096456711808,0.08497177951133507,-0.12673786615984572,-0.4456773828615081,0.17236456565441893,0.7515,0.06820553594921555,258
1.0,0,50,hmm_smoothed,0.2117096456711808,0.2587304649939566,0.04702081932277577,-0.19628193581645592,0.3072336118544458,0.3765,0.06983788084645434,258
1.0,1,10,hmm_filtered,0.20637752512387034,0.17402929322631444,-0.032348231897555896,-0.35648765441161245,0.29047530083335826,0.554,0.06788668050251115,257
1.0,1,10,hmm_smoothed,0.20637752512387034,0.20377566816421774,-0.002601856959652593,-0.26360701077984394,0.2781877274556511,0.495,0.06983310484708301,257
1.0,1,20,hmm_filtered,0.20637752512387034,0.15888032174750616,-0.04749720337636418,-0.3721536768734472,0.273397846373081,0.584,0.06788668050251115,257
1.0,1,20,hmm_smoothed,0.20637752512387034,0.18971451861096594,-0.016663006512904394,-0.2785791184642458,0.2629899004344547,0.527,0.06983310484708301,257
1.0,1,50,hmm_filtered,0.20637752512387034,0.11332407113725936,-0.09305345398661098,-0.41463242422676905,0.22514660618304097,0.67,0.06788668050251115,257
1.0,1,50,hmm_smoothed,0.20637752512387034,0.1476368017035685,-0.058740723420301844,-0.32255131227054545,0.21883663523553606,0.6235,0.06983310484708301,257
