eta,lag,cost_bp,source,sharpe_static,sharpe_timed,diff,diff_p05,diff_p95,p_one_sided,mean_turnover,n_months
0.25,0,10,hmm_filtered,0.2117096456711808,0.21466681424805914,0.002957168576878333,-0.09179541940204435,0.09972890269742388,0.4795,0.014023531524334935,258
0.25,0,10,hmm_smoothed,0.2117096456711808,0.1842326237325613,-0.027477021938619506,-0.11688590846624328,0.0568001621413754,0.695,0.01348611628197948,258
0.25,0,20,hmm_filtered,0.2117096456711808,0.21084579550583923,-0.0008638501653415731,-0.09526430301300842,0.0958849486871753,0.5085,0.014023531524334935,258
0.25,0,20,hmm_smoothed,0.2117096456711808,0.18055588821317864,-0.031153757458002168,-0.12025224159983026,0.052513035394770605,0.725,0.01348611628197948,258
0.25,0,50,hmm_filtered,0.2117096456711808,0.19939021172363824,-0.012319433947542563,-0.1065208771555316,0.08409633266720337,0.5885,0.014023531524334935,258
0.25,0,50,hmm_smoothed,0.2117096456711808,0.16952430338495897,-0.04218534228622184,-0.13106448672661494,0.04050585437718739,0.7915,0.01348611628197948,258
0.25,1,10,hmm_filtered,0.20637752512387034,0.16663629722905388,-0.03974122789481646,-0.14576857945244107,0.0745796145456874,0.72,0.01407809779485764,257
0.25,1,10,hmm_smoothed,0.20637752512387034,0.15107845361149386,-0.05529907151237648,-0.15309803443070497,0.05223260001139443,0.7855,0.013412908947098522,257
0.25,1,20,hmm_filtered,0.20637752512387034,0.1628929395539363,-0.04348458556993404,-0.14958218289453828,0.07052064224724583,0.7375,0.01407809779485764,257
0.25,1,20,hmm_smoothed,0.20637752512387034,0.1474584362493553,-0.058919088874515024,-0.15649122697021145,0.04859749646920669,0.8035,0.013412908947098522,257
0.25,1,50,hmm_filtered,0.20637752512387034,0.15166148019294148,-0.05471604493092885,-0.16146466769670226,0.058888025005486594,0.789,0.01407809779485764,257
0.25,1,50,hmm_smoothed,0.20637752512387034,0.13659633349945535,-0.06978119162441498,-0.1663948093755806,0.03682881594241313,0.8535,0.013412908947098522,257
0.5,0,10,hmm_filtered,0.2117096456711808,0.1962587377152733,-0.015450907955907506,-0.19883354798926048,0.16560658281670246,0.561,0.028047063048669864,258
0.5,0,10,hmm_smoothed,0.2117096456711808,0.14466396064730086,-0.06704568502387995,-0.2443554564187356,0.10288876545413465,0.7345,0.02697223256395896,258
0.5,0,20,hmm_filtered,0.2117096456711808,0.18949325003658987,-0.022216395634590935,-0.20555277020555934,0.15812738181624122,0.587,0.028047063048669864,258
0.5,0,20,hmm_smoothed,0.2117096456711808,0.13786363446354905,-0.07384601120763176,-0.2503261454061782,0.09613713216176116,0.7525,0.02697223256395896,258
0.5,0,50,hmm_filtered,0.2117096456711808,0.16921123068293184,-0.04249841498824897,-0.22838100132150221,0.1378291245834923,0.6535,0.028047063048669864,258
0.5,0,50,hmm_smoothed,0.2117096456711808,0.11746210888607124,-0.09424753678510957,-0.26845051114221746,0.07377478998558266,0.8165,0.02697223256395896,258
0.5,1,10,hmm_filtered,0.20637752512387034,0.11732116502997218,-0.08905636009389815,-0.2908041557014882,0.12470142510234272,0.7545,0.02815619558971527,257
0.5,1,10,hmm_smoothed,0.20637752512387034,0.08987483844678687,-0.11650268667708347,-0.29740896107127923,0.09305275117999204,0.814,0.026825817894197045,257
0.5,1,20,hmm_filtered,0.20637752512387034,0.110661308352653,-0.09571621677121733,-0.29857153786268675,0.11789434243159422,0.7695,0.02815619558971527,257
0.5,1,20,hmm_smoothed,0.20637752512387034,0.08317112977458191,-0.12320639534928843,-0.302758026233508,0.08620336661621744,0.828,0.026825817894197045,257
0.5,1,50,hmm_filtered,0.20637752512387034,0.09068279077397295,-0.11569473434989738,-0.31808980472078147,0.09627982871393885,0.814,0.02815619558971527,257
0.5,1,50,hmm_smoothed,0.20637752512387034,0.06305802705623494,-0.1433194980676354,-0.3209938018046223,0.06231153704507794,0.8705,0.026825817894197045,257
1.0,0,10,hmm_filtered,0.2117096456711808,0.14703468695855684,-0.06467495871262396,-0.3628095932319929,0.23899157298406926,0.6465,0.056094126097339735,258
1.0,0,10,hmm_smoothed,0.2117096456711808,0.0708949984387976,-0.1408146472323832,-0.4369552597151725,0.15685898040785307,0.783,0.05394446512791792,258
1.0,0,20,hmm_filtered,0.2117096456711808,0.13747490027472722,-0.07423474539645358,-0.37236226796773836,0.22698470657796707,0.6645,0.056094126097339735,258
1.0,0,20,hmm_smoothed,0.2117096456711808,0.060567900855935226,-0.1511417448152456,-0.447092026103842,0.14761038814267186,0.799,0.05394446512791792,258
1.0,0,50,hmm_filtered,0.2117096456711808,0.10879782631810397,-0.10291181935307683,-0.4012258612671266,0.1947722634554345,0.717,0.056094126097339735,258
1.0,0,50,hmm_smoothed,0.2117096456711808,0.029598982303019657,-0.18211066336816115,-0.47671432675239345,0.11200261483846306,0.8495,0.05394446512791792,258
1.0,1,10,hmm_filtered,0.20637752512387034,0.03984255268502349,-0.16653497243884685,-0.47467311954604025,0.1754960143528343,0.79,0.05631239117943055,257
1.0,1,10,hmm_smoothed,0.20637752512387034,-0.007731788225110523,-0.21410931334898087,-0.519756254941698,0.1289735951565946,0.841,0.05365163578839409,257
1.0,1,20,hmm_filtered,0.20637752512387034,0.03025856209294476,-0.17611896303092558,-0.48464841392047925,0.16428326115860192,0.8065,0.05631239117943055,257
1.0,1,20,hmm_smoothed,0.20637752512387034,-0.018061257310452453,-0.2244387824343228,-0.529707481058697,0.11887798182768232,0.8585,0.05365163578839409,257
1.0,1,50,hmm_filtered,0.20637752512387034,0.0015229837075230088,-0.20485454141634732,-0.5163512014231416,0.13229093320128327,0.8455,0.05631239117943055,257
1.0,1,50,hmm_smoothed,0.20637752512387034,-0.049036723257192986,-0.2554142483810633,-0.5579646493110589,0.08611025545518955,0.8895,0.05365163578839409,257
