eta,lag,cost_bp,source,sharpe_static,sharpe_timed,diff,diff_p05,diff_p95,p_one_sided,mean_turnover,n_months
0.25,0,10,hmm_filtered,0.2117096456711808,0.2242072136169376,0.012497567945756793,-0.0826990203611181,0.11053904996331712,0.401,0.027277070126320493,258
0.25,0,10,hmm_smoothed,0.2117096456711808,0.2685158609948434,0.05680621532366262,-0.03833084109510869,0.15553348208013762,0.1695,0.020248894074384478,258
0.25,0,10,gmm_filtered,0.2117096456711808,0.15367376080543704,-0.058035884865743764,-0.1718005348777868,0.04404952336814402,0.8215,0.036176935777349574,258
0.25,0,10,rules,0.2117096456711808,0.11659955960424372,-0.09511008606693709,-0.2096527995382895,0.004490126785202636,0.944,0.04797503338635022,258
0.25,0,20,hmm_filtered,0.2117096456711808,0.21703486556753307,0.005325219896352262,-0.09053566775507518,0.10320604339784971,0.4505,0.027277070126320493,258
0.25,0,20,hmm_smoothed,0.2117096456711808,0.26316089094537826,0.05145124527419745,-0.043496645938278095,0.14952810722508575,0.1975,0.020248894074384478,258
0.25,0,20,gmm_filtered,0.2117096456711808,0.1440444369831517,-0.06766520868802911,-0.18244421860680618,0.03373843972735383,0.8555,0.036176935777349574,258
0.25,0,20,rules,0.2117096456711808,0.10344956790802821,-0.10826007776315259,-0.2242066894185682,-0.008597219262883257,0.963,0.04797503338635022,258
0.25,0,50,hmm_filtered,0.2117096456711808,0.1955052156434534,-0.016204430027727396,-0.11205566646078638,0.08163261811217894,0.611,0.027277070126320493,258
0.25,0,50,hmm_smoothed,0.2117096456711808,0.2470599040778228,0.03535025840664199,-0.05873005576734836,0.1319187312412578,0.289,0.020248894074384478,258
0.25,0,50,gmm_filtered,0.2117096456711808,0.1151751562021833,-0.09653448946899751,-0.2125068707531679,0.005395211768785511,0.9365,0.036176935777349574,258
0.25,0,50,rules,0.2117096456711808,0.06400950829531528,-0.14770013737586551,-0.2674188784448291,-0.04703013502310014,0.99,0.04797503338635022,258
0.25,1,10,hmm_filtered,0.20637752512387034,0.21006055669501983,0.003683031571149492,-0.10177450695934875,0.11000683788806624,0.4735,0.027356182395651164,257
0.25,1,10,hmm_smoothed,0.20637752512387034,0.20945375156810078,0.0030762264442304454,-0.1033791103978976,0.11835490311488057,0.4765,0.02032768354549103,257
0.25,1,10,gmm_filtered,0.20637752512387034,0.14360444321282442,-0.06277308191104591,-0.16754823553675766,0.0369373545965317,0.86,0.03579643414220728,257
