eta,lag,cost_bp,source,sharpe_static,sharpe_timed,diff,diff_p05,diff_p95,p_one_sided,mean_turnover,n_months
0.25,0,10,hmm_filtered,0.2117096456711808,0.17211680730240914,-0.03959283836877167,-0.14354943568002115,0.05021432340504639,0.772,0.014483856654834459,258
0.25,0,10,hmm_smoothed,0.2117096456711808,0.21777910086250624,0.006069455191325429,-0.07650973024272067,0.08140641722929104,0.449,0.014963212777496177,258
0.25,0,20,hmm_filtered,0.2117096456711808,0.1681216077517144,-0.043588037919466416,-0.1479806486420639,0.04690933165971342,0.795,0.014483856654834459,258
0.25,0,20,hmm_smoothed,0.2117096456711808,0.2138859761422701,0.002176330471089283,-0.08039602824147046,0.07722027028410805,0.4745,0.014963212777496177,258
0.25,0,50,hmm_filtered,0.2117096456711808,0.15613107113913954,-0.055578574532041264,-0.16178843563543857,0.03454453139575638,0.8485,0.014483856654834459,258
0.25,0,50,hmm_smoothed,0.2117096456711808,0.20218526109110416,-0.00952438458007665,-0.09145167980058666,0.06471492744894558,0.5785,0.014963212777496177,258
0.25,1,10,hmm_filtered,0.20637752512387034,0.16324171834385548,-0.04313580678001486,-0.13900203709759062,0.04686072586647215,0.775,0.014310735350063145,257
0.25,1,10,hmm_smoothed,0.20637752512387034,0.20394802039748228,-0.00242950472638806,-0.10429519191981462,0.1019273272496716,0.5225,0.015021435395307446,257
0.25,1,20,hmm_filtered,0.20637752512387034,0.1592452721752409,-0.04713225294862944,-0.14317103421965846,0.04305334501441685,0.801,0.014310735350063145,257
0.25,1,20,hmm_smoothed,0.20637752512387034,0.1999035405681514,-0.006473984555718931,-0.10806294944225962,0.09751616485710794,0.551,0.015021435395307446,257
0.25,1,50,hmm_filtered,0.20637752512387034,0.14725699834445133,-0.05912052677941901,-0.1569550914932865,0.031554747822700166,0.861,0.014310735350063145,257
0.25,1,50,hmm_smoothed,0.20637752512387034,0.18776367615358053,-0.01861384897028981,-0.1211584266620808,0.08471309005684484,0.6295,0.015021435395307446,257
0.5,0,10,hmm_filtered,0.2117096456711808,0.12293535193794791,-0.0887742937332329,-0.29671286833748906,0.09750660443888173,0.799,0.028967713309668915,258
0.5,0,10,hmm_smoothed,0.2117096456711808,0.20610241202093094,-0.005607233650249871,-0.1625878469652929,0.13521529491252007,0.5205,0.029926425554992357,258
0.5,0,20,hmm_filtered,0.2117096456711808,0.11532923904527324,-0.09638040662590756,-0.3045249015906761,0.08836780719340215,0.8155,0.028967713309668915,258
0.5,0,20,hmm_smoothed,0.2117096456711808,0.19911677280276957,-0.012592872868411237,-0.16935340431562654,0.12827348711164352,0.541,0.029926425554992357,258
0.5,0,50,hmm_filtered,0.2117096456711808,0.09250952937289078,-0.11920011629829003,-0.32692633738057664,0.06517395192835909,0.863,0.028967713309668915,258
0.5,0,50,hmm_smoothed,0.2117096456711808,0.17808850730171588,-0.033621138369464926,-0.1888127320351116,0.10681399616547194,0.6425,0.029926425554992357,258
0.5,1,10,hmm_filtered,0.20637752512387034,0.1116297799552138,-0.09474774516865654,-0.2877179569526456,0.09222017961454461,0.798,0.02862147070012629,257
0.5,1,10,hmm_smoothed,0.20637752512387034,0.18445410727058545,-0.021923417853284888,-0.22022267227990222,0.17810992706530346,0.5765,0.030042870790614896,257
0.5,1,20,hmm_filtered,0.20637752512387034,0.10389034301321981,-0.10248718211065053,-0.29587171696650744,0.08423125828260485,0.818,0.02862147070012629,257
0.5,1,20,hmm_smoothed,0.20637752512387034,0.1771324442897614,-0.029245080834108927,-0.22645395549055342,0.17002932191129677,0.6025,0.030042870790614896,257
0.5,1,50,hmm_filtered,0.20637752512387034,0.08069062732504974,-0.12568689779882058,-0.3215155781901352,0.06094404178288536,0.8675,0.02862147070012629,257
0.5,1,50,hmm_smoothed,0.20637752512387034,0.15514389655117497,-0.05123362857269537,-0.24918178180226536,0.14836560812673852,0.6655,0.030042870790614896,257
1.0,0,10,hmm_filtered,0.2117096456711808,0.03335869404129625,-0.17835095162988457,-0.5304490535817226,0.16867103190748503,0.828,0.05793542661933783,258
1.0,0,10,hmm_smoothed,0.2117096456711808,0.1675144502970418,-0.04419519537413902,-0.30349055008112164,0.19144879275502988,0.6105,0.05985285110998471,258
1.0,0,20,hmm_filtered,0.2117096456711808,0.021215238788661325,-0.19049440688251948,-0.5427896688692474,0.15461823147474352,0.8375,0.05793542661933783,258
1.0,0,20,hmm_smoothed,0.2117096456711808,0.15718285713151495,-0.05452678853966586,-0.3132048281591477,0.18131637181752622,0.639,0.05985285110998471,258
1.0,0,50,hmm_filtered,0.2117096456711808,-0.015154682057977036,-0.22686432772915785,-0.578812218977,0.11740906994849186,0.8695,0.05793542661933783,258
1.0,0,50,hmm_smoothed,0.2117096456711808,0.12604257701977825,-0.08566706865140256,-0.3445161349256889,0.1496832709534093,0.7075,0.05985285110998471,258
1.0,1,10,hmm_filtered,0.20637752512387034,0.015538464787528678,-0.19083906033634165,-0.5306222322617737,0.1506441738466143,0.821,0.05724294140025258,257
1.0,1,10,hmm_smoothed,0.20637752512387034,0.13515080793784318,-0.07122671718602716,-0.390288386300059,0.2583529888831603,0.642,0.060085741581229785,257
1.0,1,20,hmm_filtered,0.20637752512387034,0.0027020238404482804,-0.20367550128342204,-0.5439260557039274,0.13880594748362457,0.836,0.05724294140025258,257
