from_state,to_0,to_1,to_2
0,0.9546166394416209,0.015127568379442466,0.030255792178936834
1,0.01314572477926945,0.9868542752207305,1.599508827755039e-84
2,0.02746389915554205,1.9678992668469157e-86,0.972536100844458
