from_state,to_0,to_1,to_2
0,0.9707211744910408,1.3561160862683676e-255,0.029278825508959255
1,0.0,0.9808232904525102,0.019176709547489883
2,0.023400619723776522,0.007801446904192605,0.9687979333720308
