restart,seed,loglik,n_iter,converged
0,20260917,-2319.907232968682,39,True
1,20260918,-2370.999118677422,21,True
2,20260919,-2298.850090538467,12,True
3,20260920,-2322.9802516526033,24,True
4,20260921,-2304.916100300791,13,True
5,20260922,-2281.236303799658,18,True
6,20260923,-2283.7015720209647,17,True
7,20260924,-2305.512356948126,9,True
8,20260925,-2303.2033232209624,21,True
9,20260926,-2304.916101678109,25,True
10,20260927,-2523.7260306120347,7,True
11,20260928,-2281.2363024662895,17,True
12,20260929,-2293.584179296848,23,True
13,20260930,-2324.25629615016,45,True
14,20260931,-2442.516198039941,38,True
15,20260932,-2235.6349219226136,14,True
16,20260933,-2362.861859084722,34,True
17,20260934,-2230.1111215891697,36,True
18,20260935,-2250.852170764204,15,True
19,20260936,-2299.616433535375,12,True
