restart,seed,loglik,n_iter,converged
0,20260917,-3150.3308580840594,38,True
1,20260918,-2869.315044251371,40,True
2,20260919,-2981.015615855855,23,True
3,20260920,-2987.0911575593163,28,True
4,20260921,-2984.4879188468435,28,True
5,20260922,-2902.581588164464,55,True
6,20260923,-2942.3085137006406,18,True
7,20260924,-2941.222877802188,17,True
8,20260925,-2980.0681177726724,21,True
9,20260926,-2959.92917350923,18,True
10,20260927,-2903.5917181400764,32,True
11,20260928,-2938.305255258114,22,True
12,20260929,-2948.351908725161,20,True
13,20260930,-2933.669779848805,27,True
14,20260931,-2876.2619314765843,32,True
15,20260932,-3157.0320518349704,16,True
16,20260933,-2815.6330129474045,59,True
17,20260934,-3259.634585947235,40,True
18,20260935,-2915.3221066490973,48,True
19,20260936,-2938.3051592141105,15,True
