restart,seed,loglik,n_iter,converged
0,20260917,-3623.61956863543,39,True
1,20260918,-3803.0750125747127,82,True
2,20260919,-3495.141989721442,35,True
3,20260920,-3594.6473520978325,24,True
4,20260921,-3604.3199092449936,35,True
5,20260922,-3558.604890820142,41,True
6,20260923,-3636.1398682347212,40,True
7,20260924,-3578.382335636375,36,True
8,20260925,-3607.019162791187,28,True
9,20260926,-3680.8870091275535,18,True
10,20260927,-3535.0825968784643,70,True
11,20260928,-3638.4421957284835,26,True
12,20260929,-3592.6945211644193,68,True
13,20260930,-3606.4522256062814,44,True
14,20260931,-3522.9697361150174,58,True
15,20260932,-3836.9623295701163,33,True
16,20260933,-3533.1931866579584,120,True
17,20260934,-3829.461380942427,64,True
18,20260935,-3450.9845007360386,53,True
19,20260936,-3509.77097481014,48,True
