restart,seed,loglik,n_iter,converged
0,20260917,-2574.262144577726,26,True
1,20260918,-2497.9894137061724,21,True
2,20260919,-2463.985796893331,18,True
3,20260920,-2551.7386962184687,20,True
4,20260921,-2482.9888727596085,11,True
5,20260922,-2460.650394369194,13,True
6,20260923,-2461.58302934019,14,True
7,20260924,-2485.6193843719225,13,True
8,20260925,-2532.8640057373063,17,True
9,20260926,-2566.9843212376377,11,True
10,20260927,-2485.619383328921,13,True
11,20260928,-2429.9864482686185,19,True
12,20260929,-2471.23479703283,17,True
13,20260930,-2485.6193762103403,24,True
14,20260931,-2383.8866578155357,55,True
15,20260932,-2412.3295468338897,58,True
16,20260933,-2546.3063084890114,26,True
17,20260934,-2836.358112593837,35,True
18,20260935,-2487.103792637931,16,True
19,20260936,-2478.308666225709,21,True
