restart,seed,loglik,n_iter,converged
0,20260917,-1801.6829375971877,21,True
1,20260918,-1608.5630258825215,23,True
2,20260919,-1654.3706508084465,47,True
3,20260920,-1515.8367350879548,45,True
4,20260921,-1611.463646905009,22,True
5,20260922,-1535.8172906164493,25,True
6,20260923,-1605.0368174172513,20,True
7,20260924,-1611.463629954668,16,True
8,20260925,-1544.0040226683466,26,True
9,20260926,-1611.4637534771612,30,True
10,20260927,-1613.9963795653016,18,True
11,20260928,-1603.3787247628707,42,True
12,20260929,-1593.646803164543,30,True
13,20260930,-1636.2670957010864,22,True
14,20260931,-1517.359362143013,24,True
15,20260932,-1762.2833032116255,32,True
16,20260933,-1491.0463746772054,21,True
17,20260934,-1854.0227585958148,22,True
18,20260935,-1598.6034215959646,10,True
19,20260936,-1593.6468049445687,30,True
