restart,seed,loglik,n_iter,converged
0,20260917,-2608.66839133382,71,True
1,20260918,-2603.04409933252,43,True
2,20260919,-2692.1671582937865,25,True
3,20260920,-2592.5663733292126,31,True
4,20260921,-2611.5389621008303,8,True
5,20260922,-2569.365333479338,24,True
6,20260923,-2550.2137189107043,20,True
7,20260924,-2704.85776568622,19,True
8,20260925,-2611.7491556886416,20,True
9,20260926,-2589.8322316858544,23,True
10,20260927,-2611.1032084697445,18,True
11,20260928,-2609.768445286043,36,True
12,20260929,-2610.449091143239,31,True
13,20260930,-2750.101188820982,51,True
14,20260931,-2524.3229395588073,23,True
15,20260932,-2567.1548189228192,156,True
16,20260933,-2624.16405058656,25,True
17,20260934,-2573.5423849407753,81,True
18,20260935,-2569.365336519567,15,True
19,20260936,-2612.9731652440387,57,True
