restart,seed,loglik,n_iter,converged
0,20260917,-1122.660767483433,34,True
1,20260918,-1170.582920221148,22,True
2,20260919,-1233.6514837254804,45,True
3,20260920,-1281.9948008129118,24,True
4,20260921,-1204.2146334286526,24,True
5,20260922,-1204.2146334304884,22,True
6,20260923,-1136.2212917474528,11,True
7,20260924,-1204.2146334435022,21,True
8,20260925,-1204.2146334521772,29,True
9,20260926,-1234.2625417988904,30,True
10,20260927,-1355.1224889141386,6,True
11,20260928,-1122.6607681877763,43,True
12,20260929,-1235.9620618881788,33,True
13,20260930,-1279.626527409265,41,True
14,20260931,-1095.3578550366285,40,True
15,20260932,-1378.5071214977875,21,True
16,20260933,-1231.4043194747703,14,True
17,20260934,-1393.5016658087757,14,True
18,20260935,-1204.214633432837,23,True
19,20260936,-1204.2146334321433,21,True
