from_state,to_0,to_1,to_2
0,0.9579679483005568,0.014038847696614832,0.027993204002828453
1,0.02337862528461835,0.9766213747153817,6.088417558307845e-102
2,0.0076996893027585405,1.7659194222706104e-281,0.9923003106972416
