restart,seed,loglik,n_iter,converged
0,20260917,-1632.2146946253026,72,True
1,20260918,-1359.825581189576,31,True
2,20260919,-1503.2028711316025,26,True
3,20260920,-1480.6517680065033,23,True
4,20260921,-1486.3469006441492,43,True
5,20260922,-1490.2009459808987,37,True
6,20260923,-1552.1098639737352,22,True
7,20260924,-1503.2028733258871,25,True
8,20260925,-1563.5753540152116,17,True
9,20260926,-1486.2283433337288,31,True
10,20260927,-1536.1357764922984,32,True
11,20260928,-1505.6365305998647,18,True
12,20260929,-1495.693663911775,35,True
13,20260930,-1582.248739308531,32,True
14,20260931,-1490.8791602212125,22,True
15,20260932,-1727.6339073580152,72,True
16,20260933,-1480.6517686518528,22,True
17,20260934,-1652.08891699851,32,True
18,20260935,-1541.500823675027,44,True
19,20260936,-1499.9194113997037,40,True
