restart,seed,loglik,n_iter,converged
0,20260917,-3966.0623580578545,86,True
1,20260918,-3701.2588183804028,50,True
2,20260919,-3784.8180843486184,25,True
3,20260920,-3680.3557925467526,35,True
4,20260921,-3639.53470382247,58,True
5,20260922,-3636.924424578255,32,True
6,20260923,-3759.0620193227373,21,True
7,20260924,-3690.5896934264256,45,True
8,20260925,-3790.554067080346,29,True
9,20260926,-3735.4058067716737,22,True
10,20260927,-3689.5924347037285,80,True
11,20260928,-3678.92369333055,37,True
12,20260929,-3663.672252389792,89,True
13,20260930,-3725.762742017515,24,True
14,20260931,-3621.7483228801393,58,True
15,20260932,-3813.4992222301385,63,True
16,20260933,-3661.003761951211,88,True
17,20260934,-3731.2850546483287,35,True
18,20260935,-3655.468228969215,31,True
19,20260936,-3785.1855161644544,25,True
