restart,seed,loglik,n_iter,converged
0,20260917,-1686.7744117442614,38,True
1,20260918,-1732.6868306006997,29,True
2,20260919,-1776.1884828098855,48,True
3,20260920,-1800.7711167136101,30,True
4,20260921,-1779.7375661036283,46,True
5,20260922,-1764.2365491475402,18,True
6,20260923,-1723.2249841166974,44,True
7,20260924,-1779.7375768440195,41,True
8,20260925,-1677.6047993496804,17,True
9,20260926,-1850.116925713725,13,True
10,20260927,-1740.4037073203226,24,True
11,20260928,-1764.227434874956,40,True
12,20260929,-1777.9330381727393,34,True
13,20260930,-1775.5375364608476,13,True
14,20260931,-1667.37451516116,29,True
15,20260932,-1901.8617125721605,13,True
16,20260933,-1768.2728829787138,46,True
17,20260934,-1989.705878396936,22,True
18,20260935,-1777.9330368495223,22,True
19,20260936,-1783.130094363254,17,True
