restart,seed,loglik,n_iter,converged
0,20260917,-1446.1455993769107,57,True
1,20260918,-1390.8581693113335,22,True
2,20260919,-1397.28785595084,36,True
3,20260920,-1294.0297772718905,22,True
4,20260921,-1398.4038334214158,16,True
5,20260922,-1449.8343724832246,13,True
6,20260923,-1365.253359054518,33,True
7,20260924,-1344.5905367759078,34,True
8,20260925,-1394.650532925962,37,True
9,20260926,-1423.6884818444832,21,True
10,20260927,-1365.6749069939933,35,True
11,20260928,-1398.403833003437,14,True
12,20260929,-1313.9738633606225,77,True
13,20260930,-1380.1049598797133,27,True
14,20260931,-1377.3533144035864,17,True
15,20260932,-1618.3341666685894,37,True
16,20260933,-1268.4218320488756,22,True
17,20260934,-1521.2692936343456,34,True
18,20260935,-1365.9279895260677,32,True
19,20260936,-1313.9738628378932,62,True
