restart,seed,loglik,n_iter,converged
0,20260917,-3156.8527337178534,36,True
1,20260918,-3034.349354322754,27,True
2,20260919,-2974.693503661133,31,True
3,20260920,-3000.87612536893,28,True
4,20260921,-2955.3692143878393,90,True
5,20260922,-3170.0625304970476,32,True
6,20260923,-2960.2542775348647,47,True
7,20260924,-3162.760767567179,46,True
8,20260925,-2958.2657266142883,64,True
9,20260926,-2954.349994530372,51,True
10,20260927,-3199.223458658561,68,True
11,20260928,-2955.0064159737303,55,True
12,20260929,-3106.0547602981064,56,True
13,20260930,-3368.4215397147595,42,True
14,20260931,-3182.598985367284,112,True
15,20260932,-2996.4063692257128,37,True
16,20260933,-2907.8920309836158,62,True
17,20260934,-3014.2150969608347,50,True
18,20260935,-3197.147091932755,31,True
19,20260936,-3098.8352560274575,32,True
