refit_date,state,n_rows,degenerate
2004-12-31,0,49,False
2004-12-31,1,41,False
2004-12-31,2,16,False
2004-12-31,3,32,False
2004-12-31,4,30,False
2005-12-31,0,46,False
2005-12-31,1,41,False
2005-12-31,2,24,False
2005-12-31,3,28,False
2005-12-31,4,41,False
2006-12-31,0,51,False
2006-12-31,1,55,False
2006-12-31,2,44,False
2006-12-31,3,35,False
2006-12-31,4,7,True
2007-12-31,0,50,False
2007-12-31,1,48,False
2007-12-31,2,54,False
2007-12-31,3,29,False
2007-12-31,4,23,False
2008-12-31,0,64,False
2008-12-31,1,46,False
2008-12-31,2,25,False
2008-12-31,3,27,False
2008-12-31,4,54,False
2009-12-31,0,64,False
2009-12-31,1,55,False
2009-12-31,2,18,False
2009-12-31,3,34,False
2009-12-31,4,57,False
2010-12-31,0,61,False
2010-12-31,1,58,False
2010-12-31,2,36,False
2010-12-31,3,51,False
2010-12-31,4,34,False
2011-12-31,0,66,False
2011-12-31,1,42,False
2011-12-31,2,37,False
2011-12-31,3,60,False
2011-12-31,4,47,False
2012-12-31,0,51,False
2012-12-31,1,54,False
2012-12-31,2,40,False
2012-12-31,3,39,False
2012-12-31,4,80,False
2013-12-31,0,48,False
2013-12-31,1,39,False
2013-12-31,2,32,False
2013-12-31,3,69,False
2013-12-31,4,88,False
2014-12-31,0,51,False
2014-12-31,1,58,False
2014-12-31,2,41,False
2014-12-31,3,45,False
2014-12-31,4,93,False
2015-12-31,0,54,False
2015-12-31,1,67,False
2015-12-31,2,26,False
2015-12-31,3,56,False
2015-12-31,4,97,False
2016-12-31,0,51,False
2016-12-31,1,105,False
2016-12-31,2,41,False
2016-12-31,3,76,False
2016-12-31,4,39,False
2017-12-31,0,49,False
2017-12-31,1,78,False
2017-12-31,2,26,False
2017-12-31,3,93,False
2017-12-31,4,78,False
2018-12-31,0,37,False
2018-12-31,1,66,False
2018-12-31,2,36,False
2018-12-31,3,72,False
2018-12-31,4,125,False
2019-12-31,0,61,False
2019-12-31,1,95,False
2019-12-31,2,39,False
2019-12-31,3,65,False
2019-12-31,4,88,False
2020-12-31,0,61,False
2020-12-31,1,142,False
2020-12-31,2,31,False
2020-12-31,3,70,False
2020-12-31,4,56,False
2021-12-31,0,90,False
2021-12-31,1,114,False
2021-12-31,2,62,False
2021-12-31,3,72,False
2021-12-31,4,34,False
2022-12-31,0,66,False
2022-12-31,1,95,False
2022-12-31,2,62,False
2022-12-31,3,48,False
2022-12-31,4,113,False
2023-12-31,0,103,False
2023-12-31,1,93,False
2023-12-31,2,50,False
2023-12-31,3,67,False
2023-12-31,4,83,False
2024-12-31,0,61,False
2024-12-31,1,105,False
2024-12-31,2,34,False
2024-12-31,3,108,False
2024-12-31,4,100,False
2025-12-31,0,89,False
2025-12-31,1,81,False
2025-12-31,2,38,False
2025-12-31,3,110,False
2025-12-31,4,102,False
