restart,seed,loglik,n_iter,converged
0,20260917,-1112.0554102294884,13,True
1,20260918,-944.9059394721824,55,True
2,20260919,-1039.0322956800883,49,True
3,20260920,-962.6091572728538,9,True
4,20260921,-1120.8196881493332,27,True
5,20260922,-996.4927226206311,17,True
6,20260923,-1033.5680349035752,39,True
7,20260924,-942.3504217852013,29,True
8,20260925,-952.6642040473743,50,True
9,20260926,-918.4524475111543,12,True
10,20260927,-1166.6871631743245,14,True
11,20260928,-952.0569171163171,53,True
12,20260929,-1001.3846316095493,18,True
13,20260930,-1311.2024792920492,14,True
14,20260931,-1207.359538311056,47,True
15,20260932,-1041.2251842437092,21,True
16,20260933,-965.537623931877,28,True
17,20260934,-1104.1355913734712,25,True
18,20260935,-1029.2721410292104,15,True
19,20260936,-949.5603140089117,31,True
