restart,seed,loglik,n_iter,converged
0,20260917,-3064.8285166919636,51,True
1,20260918,-2831.1642197100523,30,True
2,20260919,-3002.62589455277,52,True
3,20260920,-2809.207186046391,28,True
4,20260921,-2910.7092823902635,26,True
5,20260922,-2935.1256526002794,44,True
6,20260923,-2967.974234526501,34,True
7,20260924,-2792.1446511667395,25,True
8,20260925,-2726.7617027881224,89,True
9,20260926,-2821.8827833621494,24,True
10,20260927,-3080.419826175551,34,True
11,20260928,-2936.395223711472,24,True
12,20260929,-2878.1982430009925,50,True
13,20260930,-3086.9126527889466,85,True
14,20260931,-3381.168775012083,27,True
15,20260932,-2761.7373516045513,31,True
16,20260933,-2739.757304051127,44,True
17,20260934,-2977.5996911288353,44,True
18,20260935,-2835.368449845631,86,True
19,20260936,-2933.046867628396,25,True
