restart,seed,loglik,n_iter,converged
0,20260917,-1584.8984516119006,15,True
1,20260918,-1372.04485360639,31,True
2,20260919,-1496.8006364135347,35,True
3,20260920,-1462.5235190588874,13,True
4,20260921,-1394.8180040341056,25,True
5,20260922,-1613.4614335930594,36,True
6,20260923,-1441.5952749625037,39,True
7,20260924,-1502.139670084525,33,True
8,20260925,-1507.7195358891986,45,True
9,20260926,-1364.1340221095295,23,True
10,20260927,-1663.3746253604493,14,True
11,20260928,-1393.139470815093,13,True
12,20260929,-1412.0328572458425,16,True
13,20260930,-1635.3645050335424,53,True
14,20260931,-1856.4934499095243,28,True
15,20260932,-1469.82725867764,20,True
16,20260933,-1479.366380790838,47,True
17,20260934,-1431.1638377307686,26,True
18,20260935,-1526.2070510737692,30,True
19,20260936,-1372.7933884097743,17,True
