restart,seed,loglik,n_iter,converged
0,20260917,-1487.223159949486,72,True
1,20260918,-1541.4874867500125,26,True
2,20260919,-1684.6595844982749,13,True
3,20260920,-1506.3774151592029,33,True
4,20260921,-1498.2834591077253,14,True
5,20260922,-1598.1966249846778,40,True
6,20260923,-1538.2568326204628,61,True
7,20260924,-1449.0938577580598,36,True
8,20260925,-1623.2140932380703,30,True
9,20260926,-1474.3008728201903,27,True
10,20260927,-1585.463666275903,22,True
11,20260928,-1502.768108551606,21,True
12,20260929,-1472.6305559317523,41,True
13,20260930,-1533.8907006054815,39,True
14,20260931,-1728.4142921981027,44,True
15,20260932,-1542.2775491224343,48,True
16,20260933,-1658.3022288212703,17,True
17,20260934,-1528.6275706561541,18,True
18,20260935,-1672.0552566093652,22,True
19,20260936,-1513.8107730348192,26,True
