restart,seed,loglik,n_iter,converged
0,20260917,-2413.321915210626,31,True
1,20260918,-2063.505171200363,30,True
2,20260919,-2035.9852523298682,18,True
3,20260920,-2101.1350774499624,25,True
4,20260921,-2088.285839767573,107,True
5,20260922,-2102.073633960025,36,True
6,20260923,-1920.0859863690673,33,True
7,20260924,-2015.557217378805,22,True
8,20260925,-2020.1065903875754,25,True
9,20260926,-2059.9687332389108,23,True
10,20260927,-2243.916529009238,11,True
11,20260928,-2150.1395168145,39,True
12,20260929,-2213.1843785374194,42,True
13,20260930,-2129.1367494994856,66,True
14,20260931,-2567.014345040501,31,True
15,20260932,-1963.1866331625326,39,True
16,20260933,-2072.490168672455,64,True
17,20260934,-2008.368680444418,50,True
18,20260935,-2075.0854759703643,51,True
19,20260936,-2219.320131668691,34,True
