restart,seed,loglik,n_iter,converged
0,20260917,-1243.666422480964,71,True
1,20260918,-1219.0103314511916,22,True
2,20260919,-1213.0682017369784,41,True
3,20260920,-1217.4842493168173,22,True
4,20260921,-1342.4226835395839,35,True
5,20260922,-1372.17042201961,15,True
6,20260923,-1325.1462198941665,30,True
7,20260924,-1312.9340436142659,13,True
8,20260925,-1277.0161672202948,19,True
9,20260926,-1401.1082864944824,61,True
10,20260927,-1367.7422160316992,12,True
11,20260928,-1224.1445093752363,18,True
12,20260929,-1522.6162042097924,23,True
13,20260930,-1511.7171266991795,35,True
14,20260931,-1556.540830206573,54,True
15,20260932,-1223.1473957548822,56,True
16,20260933,-1286.7602061287837,44,True
17,20260934,-1338.4805853645796,78,True
18,20260935,-1365.128078167698,16,True
19,20260936,-1245.825839184731,17,True
