refit_date,state,matched_distance,sort_rule_state
2004-12-31,0,0.0,0
2004-12-31,1,0.0,1
2004-12-31,2,0.0,2
2004-12-31,3,0.0,3
2004-12-31,4,0.0,4
2005-12-31,0,0.1238297788150313,0
2005-12-31,1,0.6663532654755184,1
2005-12-31,2,1.7619485908587067,2
2005-12-31,3,1.688392917287872,3
2005-12-31,4,0.7485514334535385,4
2006-12-31,0,0.1592620398314813,0
2006-12-31,1,0.988823254103798,2
2006-12-31,2,0.8742197790419739,1
2006-12-31,3,1.8938711929099998,4
2006-12-31,4,1.0006452751753856,3
2007-12-31,0,0.05938794894830278,0
2007-12-31,1,0.4371081801606942,2
2007-12-31,2,0.3584567084509569,1
2007-12-31,3,0.8760850767682121,3
2007-12-31,4,1.550373983003308,4
2008-12-31,0,0.6591918771806861,2
2008-12-31,1,0.3293619818790733,1
2008-12-31,2,2.2463545686156436,0
2008-12-31,3,0.8079603578108076,3
2008-12-31,4,2.6781520290171708,4
2009-12-31,0,0.00019893081435841783,2
2009-12-31,1,0.31314981151007526,3
2009-12-31,2,2.3868937416771696,1
2009-12-31,3,0.8994527219837672,4
2009-12-31,4,1.346750616249321,0
2010-12-31,0,0.08078763035249198,2
2010-12-31,1,0.40371173364813034,1
2010-12-31,2,1.6293263381029195,0
2010-12-31,3,0.47360410326616914,4
2010-12-31,4,0.7722574920670728,3
2011-12-31,0,0.13473096834545262,2
2011-12-31,1,0.486807666144066,1
2011-12-31,2,1.773225389694302,0
2011-12-31,3,0.45006755423115213,4
2011-12-31,4,1.5465259857601314,3
2012-12-31,0,0.6399015792355123,0
2012-12-31,1,0.803769231813671,3
2012-12-31,2,1.5829212995410835,1
2012-12-31,3,0.896101742431709,4
2012-12-31,4,1.431060531217974,2
2013-12-31,0,0.09964473597715767,0
2013-12-31,1,0.7233249168048569,2
2013-12-31,2,0.7243049985871836,1
2013-12-31,3,0.43696863169310873,4
2013-12-31,4,0.348674165223609,3
2014-12-31,0,0.0992795425861234,0
2014-12-31,1,0.8971101234062637,3
2014-12-31,2,0.8444549318533159,1
2014-12-31,3,0.6204999627590746,4
2014-12-31,4,0.3701950367629197,2
2015-12-31,0,0.14399020469973065,0
2015-12-31,1,0.7421865261347781,3
2015-12-31,2,1.3887735484805512,1
2015-12-31,3,1.3959823111192882,4
2015-12-31,4,0.267714809702733,2
2016-12-31,0,0.14365843288799976,0
2016-12-31,1,0.7891417311588841,4
2016-12-31,2,1.3282976345451203,1
2016-12-31,3,1.7513747954271113,2
2016-12-31,4,1.0249419012067758,3
2017-12-31,0,0.07786084142256866,0
2017-12-31,1,0.6533310934765757,4
2017-12-31,2,1.3295142804335764,1
2017-12-31,3,1.1092318466428703,2
2017-12-31,4,0.7285914506872994,3
2018-12-31,0,0.4891502633864774,0
2018-12-31,1,0.6309829800518294,3
2018-12-31,2,0.9921064075588343,1
2018-12-31,3,1.4802450244519283,4
2018-12-31,4,1.0507676401823183,2
2019-12-31,0,0.8784820697934679,1
2019-12-31,1,0.8999031250540436,4
2019-12-31,2,0.3205236553691865,0
2019-12-31,3,1.6635881081613462,2
2019-12-31,4,0.6277115361746378,3
2020-12-31,0,0.0001091580232109894,1
2020-12-31,1,0.5552691025046782,4
2020-12-31,2,1.4004758834546525,0
2020-12-31,3,1.4559021454273064,2
2020-12-31,4,1.1380301987583168,3
2021-12-31,0,0.7115382007563031,2
2021-12-31,1,0.49744207410019087,4
2021-12-31,2,2.611793762355434,1
2021-12-31,3,0.07766482369516631,3
2021-12-31,4,0.9178683861477965,0
2022-12-31,0,0.6245407771159098,1
2022-12-31,1,0.7384811983302131,4
2022-12-31,2,1.2192472103852514,0
2022-12-31,3,1.8515474467467299,2
2022-12-31,4,1.778631264119002,3
2023-12-31,0,0.8932517330226144,1
2023-12-31,1,0.4427889179791173,4
2023-12-31,2,0.8108082863573591,0
2023-12-31,3,1.214423555279196,3
2023-12-31,4,1.0285758931027396,2
2024-12-31,0,0.991930217103011,2
2024-12-31,1,0.26939695905858024,4
2024-12-31,2,0.9495399785565201,0
2024-12-31,3,1.5113289587819467,1
2024-12-31,4,0.4943458694181097,3
2025-12-31,0,0.48997663681751635,2
2025-12-31,1,0.3075996544526746,4
2025-12-31,2,0.4599069526489796,0
2025-12-31,3,0.37882507987872444,1
2025-12-31,4,0.05440218034645812,3
