restart,seed,loglik,n_iter,converged
0,20260917,-2105.442034280657,130,True
1,20260918,-2125.820217358723,41,True
2,20260919,-2404.855149051187,91,True
3,20260920,-2236.4367138919333,31,True
4,20260921,-2174.9771074939886,162,True
5,20260922,-2163.7352703938836,17,True
6,20260923,-2401.1596609625094,52,True
7,20260924,-2125.966022272647,22,True
8,20260925,-2182.483630828714,20,True
9,20260926,-2323.5776190847173,43,True
10,20260927,-2346.463848728683,22,True
11,20260928,-2144.894704830557,71,True
12,20260929,-2240.68320090715,24,True
13,20260930,-2444.1103657864865,39,True
14,20260931,-2434.2639070617556,35,True
15,20260932,-2243.907507426573,26,True
16,20260933,-2295.354090073673,28,True
17,20260934,-2174.5943202947556,46,True
18,20260935,-2417.8867442059027,22,True
19,20260936,-2184.3438185947684,53,True
