restart,seed,loglik,n_iter,converged
0,20260917,-1782.1824161846498,29,True
1,20260918,-1633.1542825984889,34,True
2,20260919,-1779.1268593282268,40,True
3,20260920,-1724.852488152186,20,True
4,20260921,-1720.6241974479428,14,True
5,20260922,-1637.7824743007461,37,True
6,20260923,-1803.8788761463456,59,True
7,20260924,-1725.0887800800765,43,True
8,20260925,-1635.1514028624063,26,True
9,20260926,-1676.167000283645,20,True
10,20260927,-1987.82729359695,33,True
11,20260928,-1610.5454132952127,21,True
12,20260929,-1700.199991534707,15,True
13,20260930,-1831.0922281315582,30,True
14,20260931,-2054.3261547118996,19,True
15,20260932,-1734.441171189655,36,True
16,20260933,-1691.4850769483662,22,True
17,20260934,-1602.7572559126575,37,True
18,20260935,-1806.2326489134796,19,True
19,20260936,-1892.6348379936478,14,True
