restart,seed,loglik,n_iter,converged
0,20260917,-2115.312140908586,13,True
1,20260918,-2066.3689289982285,23,True
2,20260919,-1950.9214008646084,64,True
3,20260920,-2015.0581861285461,17,True
4,20260921,-1901.1523460902554,46,True
5,20260922,-2125.52226400533,80,True
6,20260923,-1984.5186828399812,43,True
7,20260924,-2009.8924414986325,29,True
8,20260925,-2114.602210562178,22,True
9,20260926,-1966.768512857093,48,True
10,20260927,-1960.5364099050594,80,True
11,20260928,-1965.1741994790762,45,True
12,20260929,-2154.3065777526026,63,True
13,20260930,-2450.0193247349903,19,True
14,20260931,-2323.762868856106,29,True
15,20260932,-1897.3553577448774,23,True
16,20260933,-2047.9059286037975,81,True
17,20260934,-2138.527473406216,32,True
18,20260935,-2221.6437040871638,63,True
19,20260936,-2024.841093091176,58,True
