restart,seed,loglik,n_iter,converged
0,20260917,-2647.999024116737,42,True
1,20260918,-2691.514745669317,40,True
2,20260919,-2796.6901782871782,30,True
3,20260920,-2871.741119471401,48,True
4,20260921,-2621.001247781229,39,True
5,20260922,-2736.811673384342,48,True
6,20260923,-2605.4096444452266,54,True
7,20260924,-2760.097258773494,48,True
8,20260925,-2754.6191044806383,32,True
9,20260926,-2740.8249507062483,17,True
10,20260927,-2571.986153134848,19,True
11,20260928,-2691.53629457675,46,True
12,20260929,-2599.2924808578987,27,True
13,20260930,-3183.314655098913,72,True
14,20260931,-3120.3340392501623,76,True
15,20260932,-2620.3656794914887,34,True
16,20260933,-2826.1809511862825,37,True
17,20260934,-2552.8358328208064,67,True
18,20260935,-2845.292000765827,20,True
19,20260936,-2583.594387890999,41,True
