restart,seed,loglik,n_iter,converged
0,20260917,-2129.830915375345,90,True
1,20260918,-1901.001689823141,46,True
2,20260919,-2090.3809665722533,16,True
3,20260920,-1905.0478454781116,34,True
4,20260921,-1867.0496597943315,55,True
5,20260922,-2079.606886728113,19,True
6,20260923,-1907.4268318529616,35,True
7,20260924,-1771.7678934275164,21,True
8,20260925,-1938.4507066827664,30,True
9,20260926,-1856.7211273273767,105,True
10,20260927,-2246.973406264212,21,True
11,20260928,-1865.962984869807,35,True
12,20260929,-1989.524514969948,50,True
13,20260930,-2155.3133189084483,66,True
14,20260931,-2016.6768432862561,26,True
15,20260932,-1835.6052237275176,20,True
16,20260933,-1812.1059881122865,53,True
17,20260934,-1936.8144291071721,24,True
18,20260935,-1911.2101381095297,122,True
19,20260936,-2075.6725963110857,23,True
