restart,seed,loglik,n_iter,converged
0,20260917,-3402.881917371115,43,True
1,20260918,-2985.1012399716606,36,True
2,20260919,-3166.711967715826,52,True
3,20260920,-3160.662936743613,25,True
4,20260921,-3175.4917070300826,101,True
5,20260922,-3189.45922924211,16,True
6,20260923,-3197.775634001436,53,True
7,20260924,-3215.9536968170933,23,True
8,20260925,-3270.240379295621,58,True
9,20260926,-3067.438454116012,53,True
10,20260927,-3415.886810936808,33,True
11,20260928,-2997.741319011819,32,True
12,20260929,-3255.598192763255,41,True
13,20260930,-3583.3786709865553,35,True
14,20260931,-3231.3146145948026,95,True
15,20260932,-2976.107749307959,41,True
16,20260933,-3197.4607256636355,16,True
17,20260934,-3400.759403054282,38,True
18,20260935,-3073.3246473679515,115,True
19,20260936,-3116.293068647366,36,True
