restart,seed,loglik,n_iter,converged
0,20260917,-2390.3860306118995,26,True
1,20260918,-2386.1370261247066,28,True
2,20260919,-2479.312447451366,20,True
3,20260920,-2310.583027448094,27,True
4,20260921,-2368.7345835236592,36,True
5,20260922,-2372.388143974044,39,True
6,20260923,-2301.404313993626,44,True
7,20260924,-2296.8063856198264,42,True
8,20260925,-2365.6670595389955,32,True
9,20260926,-2366.3740004541196,26,True
10,20260927,-2483.3497788738937,18,True
11,20260928,-2203.951463090472,44,True
12,20260929,-2306.9724582600443,13,True
13,20260930,-2714.5160310542365,27,True
14,20260931,-2546.9735446266372,31,True
15,20260932,-2202.4149801739004,40,True
16,20260933,-2274.4181232663063,74,True
17,20260934,-2269.787916580549,20,True
18,20260935,-2376.8905499720563,15,True
19,20260936,-2426.043902316526,40,True
