restart,seed,loglik,n_iter,converged
0,20260917,-2418.7073807527263,52,True
1,20260918,-2452.543609440175,48,True
2,20260919,-2625.132804388368,18,True
3,20260920,-2550.0083732739918,35,True
4,20260921,-2314.403115215315,81,True
5,20260922,-2534.3113566507745,21,True
6,20260923,-2633.106022021852,65,True
7,20260924,-2353.088261596982,47,True
8,20260925,-2644.762555447599,21,True
9,20260926,-2408.18381878026,53,True
10,20260927,-2694.6267287784844,51,True
11,20260928,-2366.8846022725597,34,True
12,20260929,-2412.815123492132,41,True
13,20260930,-2935.018702272691,161,True
14,20260931,-2772.8030936849964,46,True
15,20260932,-2464.764580878014,23,True
16,20260933,-2343.0285091761075,43,True
17,20260934,-2471.107977910861,97,True
18,20260935,-2660.9413666095243,76,True
19,20260936,-2602.8730597989984,30,True
