restart,seed,loglik,n_iter,converged
0,20260917,-3476.783495011222,81,True
1,20260918,-3111.113234930483,76,True
2,20260919,-3409.2858771686288,24,True
3,20260920,-3194.10084907094,32,True
4,20260921,-3499.543965334798,23,True
5,20260922,-3172.328681450128,40,True
6,20260923,-3310.104720430833,58,True
7,20260924,-3340.9692772543035,28,True
8,20260925,-3468.2491145059,46,True
9,20260926,-3315.346444825947,92,True
10,20260927,-3498.984783168874,36,True
11,20260928,-3116.226102287371,37,True
12,20260929,-3255.530095684568,31,True
13,20260930,-3705.9469168421106,55,True
14,20260931,-3510.160520667981,43,True
15,20260932,-3104.141446345739,38,True
16,20260933,-3138.752081083492,39,True
17,20260934,-3215.7989180742497,35,True
18,20260935,-3505.700473618081,18,True
19,20260936,-3077.9010721678846,29,True
