restart,seed,loglik,n_iter,converged
0,20260917,-2116.2630598724727,34,True
1,20260918,-2103.1574345032536,14,True
2,20260919,-2109.396013469941,11,True
3,20260920,-2064.53347078292,25,True
4,20260921,-2088.315463867029,23,True
5,20260922,-2106.718994381505,13,True
6,20260923,-2107.39331257994,10,True
7,20260924,-2088.3154671014395,22,True
8,20260925,-2088.3154922005638,21,True
9,20260926,-2107.3933089223356,11,True
10,20260927,-2058.053126287551,52,True
11,20260928,-2106.718997340817,11,True
12,20260929,-2106.7190027759175,10,True
13,20260930,-2088.315500842454,81,True
14,20260931,-2109.6304031927807,17,True
15,20260932,-2287.1508566853395,41,True
16,20260933,-2088.315465624954,23,True
17,20260934,-2287.076324639845,105,True
18,20260935,-2107.3933188307383,14,True
19,20260936,-2088.315463230893,19,True
