restart,seed,loglik,n_iter,converged
0,20260917,-2762.375321337919,130,True
1,20260918,-2785.8773796324904,21,True
2,20260919,-2783.865776887327,15,True
3,20260920,-2785.6346246696107,32,True
4,20260921,-2776.321842741396,53,True
5,20260922,-2776.321848933782,33,True
6,20260923,-2776.3218474668397,15,True
7,20260924,-2776.321853502763,52,True
8,20260925,-2762.375313950247,18,True
9,20260926,-2762.3753093972905,20,True
10,20260927,-2776.3218454214943,56,True
11,20260928,-2776.321848885215,47,True
12,20260929,-2776.321840873951,57,True
13,20260930,-2762.3753066522704,16,True
14,20260931,-2776.3218418686383,37,True
15,20260932,-3044.8174710061844,48,True
16,20260933,-2785.6346390581766,18,True
17,20260934,-2791.0000716782165,26,True
18,20260935,-2776.321841339099,16,True
19,20260936,-2776.3218475806107,46,True
