from_state,to_0,to_1,to_2
0,0.9653560920933917,0.017320209929606402,0.017323697977001867
1,0.110550497032035,0.889449502967965,4.469028668800239e-100
2,0.017034458223237764,8.99319149637568e-66,0.9829655417767622
