restart,seed,loglik,n_iter,converged
0,20260917,-1971.2396440846742,16,True
1,20260918,-1809.7255317475233,17,True
2,20260919,-1814.6762470627164,11,True
3,20260920,-1809.4646268219058,11,True
4,20260921,-1814.676256830756,11,True
5,20260922,-1807.7087633264707,10,True
6,20260923,-1809.4646230842397,10,True
7,20260924,-1814.6762467103426,11,True
8,20260925,-1807.7088277801035,14,True
9,20260926,-1814.676257637014,10,True
10,20260927,-1839.9322558348067,35,True
11,20260928,-1814.6762574065438,10,True
12,20260929,-1814.6762569589766,11,True
13,20260930,-1808.8417511165358,14,True
14,20260931,-1809.464610530995,9,True
15,20260932,-1970.581177045463,52,True
16,20260933,-1814.6762467150754,13,True
17,20260934,-1839.9322408171759,41,True
18,20260935,-1809.4646246414447,10,True
19,20260936,-1814.6762474768682,11,True
