restart,seed,loglik,n_iter,converged
0,20260917,-2428.3009996378714,28,True
1,20260918,-2431.9994676904525,24,True
2,20260919,-2428.3010228989174,14,True
3,20260920,-2409.5388948339905,25,True
4,20260921,-2428.3010222343214,25,True
5,20260922,-2428.301004206047,23,True
6,20260923,-2428.3009787483816,44,True
7,20260924,-2428.3010038840334,25,True
8,20260925,-2428.301012972223,18,True
9,20260926,-2409.5388976463005,34,True
10,20260927,-2428.3010221123586,27,True
11,20260928,-2428.3010098481454,22,True
12,20260929,-2431.5000360380986,9,True
13,20260930,-2431.5004380888836,24,True
14,20260931,-2409.5388910501365,28,True
15,20260932,-2428.3010109990955,15,True
16,20260933,-2432.367393699948,37,True
17,20260934,-2440.6228852726445,26,True
18,20260935,-2428.300987190607,24,True
19,20260936,-2428.3009973792464,20,True
