restart,seed,loglik,n_iter,converged
0,20260917,-3006.1111989025335,14,True
1,20260918,-3060.66808037229,41,True
2,20260919,-2998.2412289313756,25,True
3,20260920,-3014.501889896014,22,True
4,20260921,-3005.230469707387,12,True
5,20260922,-3005.2305991428834,20,True
6,20260923,-3014.5018656364155,11,True
7,20260924,-3005.230595345555,26,True
8,20260925,-3005.2306036512896,38,True
9,20260926,-2998.241229223468,46,True
10,20260927,-3005.230577900526,46,True
11,20260928,-3005.2305848541323,29,True
12,20260929,-3006.111190208463,13,True
13,20260930,-3068.2958855138754,19,True
14,20260931,-3060.6680837493814,22,True
15,20260932,-3005.2305824570394,48,True
16,20260933,-3006.11119957695,14,True
17,20260934,-3050.7464995660007,22,True
18,20260935,-3005.2304674259167,14,True
19,20260936,-3005.230565167858,20,True
