from_state,to_0,to_1,to_2
0,0.9664229371963969,0.020151965084455756,0.013425097719147381
1,0.05879408514937714,0.941205914850623,2.2053655497278922e-89
2,0.017265536235541567,4.0258927787210605e-09,0.9827344597385657
