restart,seed,loglik,n_iter,converged
0,20260917,-3917.8066739212018,45,True
1,20260918,-3917.8066735151933,27,True
2,20260919,-3912.733238716617,30,True
3,20260920,-3992.8212913561265,16,True
4,20260921,-3912.7332415009396,43,True
5,20260922,-3912.733263863735,54,True
6,20260923,-4025.963828945957,11,True
7,20260924,-3992.8213478592616,34,True
8,20260925,-3992.8212891514872,44,True
9,20260926,-3912.7332668929803,44,True
10,20260927,-3942.9575695667404,22,True
11,20260928,-3912.7332457086754,42,True
12,20260929,-4017.9634377682173,14,True
13,20260930,-3917.806673688675,28,True
14,20260931,-3992.8212961701192,25,True
15,20260932,-3992.821297548071,15,True
16,20260933,-3964.7212347492655,60,True
17,20260934,-4234.602139295259,48,True
18,20260935,-3912.7332573603885,41,True
19,20260936,-3917.806674250309,44,True
