restart,seed,loglik,n_iter,converged
0,20260917,-2312.4603678658978,43,True
1,20260918,-2278.822205075208,23,True
2,20260919,-2315.4069947330063,29,True
3,20260920,-2278.822204743998,15,True
4,20260921,-2312.4603671950813,19,True
5,20260922,-2278.8222024746074,17,True
6,20260923,-2315.4069960842926,32,True
7,20260924,-2312.4603474188293,38,True
8,20260925,-2315.4069884387136,32,True
9,20260926,-2312.4603569617852,38,True
10,20260927,-2315.406989282415,16,True
11,20260928,-2312.460352622379,39,True
12,20260929,-2315.407001722408,29,True
13,20260930,-2312.4603327176537,42,True
14,20260931,-2312.4603327512273,48,True
15,20260932,-2534.9583731410557,70,True
16,20260933,-2278.822203015213,17,True
17,20260934,-2278.8221988188425,124,True
18,20260935,-2312.460338894375,23,True
19,20260936,-2312.4603371586554,25,True
