from_state,to_0,to_1,to_2
0,0.9687631276023848,0.015616202973520356,0.01562066942409477
1,0.11070090021327708,0.889299099786723,4.136225813674554e-115
2,0.017119445676219334,1.4905168779290884e-77,0.9828805543237806
