restart,seed,loglik,n_iter,converged
0,20260917,-3864.50835205446,22,True
1,20260918,-3852.8859453026084,23,True
2,20260919,-3873.349953534813,12,True
3,20260920,-3870.5276592676623,17,True
4,20260921,-3858.7363798876295,17,True
5,20260922,-3834.877844426173,17,True
6,20260923,-3865.2649292003875,18,True
7,20260924,-3865.446918256119,15,True
8,20260925,-3815.09311447993,24,True
9,20260926,-3847.595338253349,23,True
10,20260927,-3834.877810500834,54,True
11,20260928,-3860.2094934012184,10,True
12,20260929,-3865.446903453686,13,True
13,20260930,-3859.3589790707597,49,True
14,20260931,-3834.87769049444,70,True
15,20260932,-3834.8778165558992,34,True
16,20260933,-3809.755901201919,51,True
17,20260934,-3809.755920453072,31,True
18,20260935,-3834.8778123426355,32,True
19,20260936,-3859.3589797789778,38,True
