from_state,to_0,to_1,to_2
0,0.9614174276200441,0.019288885268007525,0.01929368711194842
1,0.11077278679289317,0.8892272132071067,6.028687537170721e-133
2,0.017061168952632842,1.6165349302120745e-83,0.9829388310473671
