restart,seed,loglik,n_iter,converged
0,20260917,-4093.4400020981197,349,True
1,20260918,-4102.2992218399995,29,True
2,20260919,-4052.9275327273713,53,True
3,20260920,-4048.3567968370808,30,True
4,20260921,-4128.080041307851,18,True
5,20260922,-4148.087117253194,19,True
6,20260923,-4052.9275178796497,50,True
7,20260924,-4052.9275084598403,53,True
8,20260925,-4128.080009160753,23,True
9,20260926,-4128.080008459809,16,True
10,20260927,-4131.6609329624425,21,True
11,20260928,-4047.1127441756403,36,True
12,20260929,-4153.571309144637,14,True
13,20260930,-4052.9275108802226,55,True
14,20260931,-4128.080008655417,28,True
15,20260932,-4128.080007134215,16,True
16,20260933,-4102.299231001015,42,True
17,20260934,-4093.439981247932,50,True
18,20260935,-4047.112745329216,40,True
19,20260936,-4052.9275191320257,52,True
