restart,seed,loglik,n_iter,converged
0,20260917,-1927.4189959139294,13,True
1,20260918,-1945.6332661912215,22,True
2,20260919,-1933.4603577391074,13,True
3,20260920,-1933.7332029403556,22,True
4,20260921,-1933.7331878587083,19,True
5,20260922,-1933.7332032807462,22,True
6,20260923,-1966.1064033259029,19,True
7,20260924,-1933.7331903082718,20,True
8,20260925,-1933.7332049209058,31,True
9,20260926,-1933.4603495229248,9,True
10,20260927,-1914.5470343323054,13,True
11,20260928,-1933.733187016037,21,True
12,20260929,-1933.7331897909983,21,True
13,20260930,-1933.4603465154817,8,True
14,20260931,-1933.4321815269968,18,True
15,20260932,-1927.4189980164101,16,True
16,20260933,-1933.7331909320735,19,True
17,20260934,-2095.184114832997,162,True
18,20260935,-1933.7331875904335,21,True
19,20260936,-1933.7331891358945,23,True
