date,p0,p1,p2
2000-04-30,0.9999999980868779,1.9125975222843063e-09,6.154855497785689e-13
2000-05-31,0.9999999893884706,1.0611699974441975e-08,2.2739798963862337e-15
2000-06-30,0.9999999616115937,3.838805412350652e-08,4.579378969964264e-13
2000-07-31,0.9999999798519641,2.0147730907658814e-08,5.065117287998071e-13
2000-08-31,0.9999999570750342,4.2924869790997526e-08,3.504734680148586e-14
2000-09-30,0.9999999786950868,2.1304984359844854e-08,5.22248989340368e-14
2000-10-31,0.9999999684214349,3.1578732279271847e-08,7.020150384593278e-20
2000-11-30,0.999999839603801,1.6039598924647935e-07,1.0865463137027813e-19
2000-12-31,0.999993295696377,6.704295886547028e-06,7.555132742284651e-12
2001-01-31,0.9991611002108006,0.0008367048224706278,2.1949666649899333e-06
2001-02-28,0.947425099099178,0.052561869374211874,1.3031526690965151e-05
2001-03-31,0.6767759356396801,0.3232186106645631,5.453695734820068e-06
2001-04-30,0.18023485900736474,0.8183346697009608,0.001430471291901572
2001-05-31,0.00020997689411649423,0.9782101012081563,0.021579921897818762
2001-06-30,3.1413429654349495e-09,0.9974929228389557,0.0025070740195090027
2001-07-31,1.915651849463089e-12,0.9999977007099973,2.299288090075619e-06
2001-08-31,1.9605092601370512e-12,0.9999999984079295,1.5900716973019678e-09
2001-09-30,3.3582994406206967e-19,1.0,5.923819522313873e-19
2001-10-31,6.960226646681843e-22,1.0,2.5297082157936045e-31
2001-11-30,5.142626545491185e-22,1.0,8.988114635027406e-38
2001-12-31,1.0857046098610587e-21,1.0,1.0535479998402474e-32
2002-01-31,7.028621440689524e-22,1.0,1.6260185497159985e-33
2002-02-28,1.0724534749374918e-18,1.0,4.052736886816527e-30
2002-03-31,2.534193290734044e-14,1.0,9.570022652646816e-26
2002-04-30,9.43860532482789e-12,0.9999999999904503,9.246913283866248e-21
2002-05-31,6.041030840250889e-10,0.9999999993960955,1.9112743103269393e-20
2002-06-30,3.08738339652837e-11,0.9999999999690772,8.085993445473075e-20
2002-07-31,1.2974165604624023e-10,0.999999999870397,8.20127596972308e-20
2002-08-31,2.4890407474184313e-10,0.9999999997512532,1.3305866567663374e-19
2002-09-30,2.201600379234076e-10,0.9999999997799023,1.1051083065061697e-22
2002-10-31,1.1812349643113367e-09,0.9999999988185664,2.1918289227442356e-19
2002-11-30,1.0782952561831821e-08,0.9999999892170308,8.581094193190277e-18
2002-12-31,1.613692859907051e-09,0.9999999983861017,5.324987809284099e-21
2003-01-31,2.8260811832956005e-11,0.9999999999718057,4.551130510407492e-27
2003-02-28,9.412949340804789e-11,0.9999999999058673,1.0923418734192101e-27
2003-03-31,1.3013423885589952e-10,0.9999999998699423,2.5455932506156903e-23
2003-04-30,2.482417123091297e-10,0.999999999751708,1.4229362650588596e-23
2003-05-31,1.2206660234005107e-09,0.9999999987794581,7.575790663126687e-20
2003-06-30,2.868647457060372e-10,0.9999999997130544,1.3195503360745227e-19
2003-07-31,2.371044390849431e-13,0.9999999999995453,2.948056579611409e-23
2003-08-31,3.1295111907072425e-12,0.9999999999968168,7.04045339202323e-24
2003-09-30,3.155306633105249e-13,0.9999999999995453,9.492967637311896e-27
2003-10-31,1.5114846504185395e-11,0.9999999999849933,1.612905733478901e-26
2003-11-30,1.2987779374046722e-10,0.9999999998699423,1.6718811307538527e-22
2003-12-31,9.424057098594947e-12,0.9999999999904503,4.1750056071627247e-22
2004-01-31,1.0354310285733308e-09,0.9999999989645403,1.7573725419471415e-19
2004-02-29,9.041051335979208e-09,0.9999999909587132,1.0671312768164641e-14
2004-03-31,8.983554576216633e-09,0.9999999910164661,1.564258956509294e-14
2004-04-30,3.6475471048495936e-07,0.9999996352449426,2.901698877086049e-13
2004-05-31,3.8748360712819514e-07,0.999999561837381,5.067908621822687e-08
2004-06-30,4.041673480332832e-08,0.9999999547167145,4.866642222205729e-09
2004-07-31,1.7158239089824128e-06,0.9999982841401275,3.573839026791875e-11
2004-08-31,0.0002817810984580737,0.9997182057724833,1.3128901483477368e-08
2004-09-30,0.01690216204962036,0.983097836373045,1.5773363090526308e-09
2004-10-31,0.03680919829420298,0.9631908015192968,1.8635544945592458e-10
2004-11-30,0.13453249826685634,0.8652568949285095,0.0002106068045545815
2004-12-31,0.6551362732672503,0.342903300647312,0.0019604260853785514
2005-01-31,0.9857062672446517,0.01266751988820043,0.0016262128670968587
2005-02-28,0.9994742429367364,0.0001819944622965257,0.00034376260081889925
2005-03-31,0.9997855896898428,5.373186724333984e-06,0.00020903712354671222
2005-04-30,0.9948686957265419,0.0001587509675927423,0.004972553305801363
2005-05-31,0.999470898202381,0.00017726820145755256,0.0003518335959870701
2005-06-30,0.9982455585376349,1.1168629127038765e-05,0.0017432728333434202
2005-07-31,0.9996064171924538,2.956873169401666e-07,0.00039328712036310217
