restart,seed,loglik,n_iter,converged
0,20260917,-3483.9360964480043,49,True
1,20260918,-3223.328802468443,90,True
2,20260919,-3310.895494017203,28,True
3,20260920,-3265.11859560068,29,True
4,20260921,-3215.9983292118436,25,True
5,20260922,-3203.6147290487734,39,True
6,20260923,-3147.704784724732,32,True
7,20260924,-3214.8813644293086,30,True
8,20260925,-3285.013816033543,27,True
9,20260926,-3168.618512284173,33,True
10,20260927,-3374.4986621884423,33,True
11,20260928,-3242.2038702538107,13,True
12,20260929,-3216.2482419134426,17,True
13,20260930,-3238.334576460677,24,True
14,20260931,-3143.1731662103857,53,True
15,20260932,-3156.326908800354,26,True
16,20260933,-3277.910439402763,27,True
17,20260934,-3160.1804344828374,60,True
18,20260935,-3194.4825488229167,21,True
19,20260936,-3153.3411286215814,80,True
