from_state,to_0,to_1,to_2
0,0.9346655863264297,0.02454657005367902,0.04078784361989136
1,0.04780185065339545,0.9521981493466046,1.0496334200615094e-130
2,0.024651186603021173,7.140742888294704e-30,0.9753488133969788
