restart,seed,loglik,n_iter,converged
0,20260917,-1747.3380883422112,26,True
1,20260918,-1833.6286143963955,40,True
2,20260919,-1772.198163789474,9,True
3,20260920,-1780.432018526601,23,True
4,20260921,-1772.198159130169,13,True
5,20260922,-1800.1611886978508,19,True
6,20260923,-1814.0515262275985,14,True
7,20260924,-1772.1981613650894,10,True
8,20260925,-1757.0812464031692,15,True
9,20260926,-1792.968263152712,19,True
10,20260927,-1772.1981606960478,10,True
11,20260928,-1776.9746144208946,12,True
12,20260929,-1764.4336769107604,11,True
13,20260930,-1780.5376120378965,10,True
14,20260931,-1725.2480484895555,36,True
15,20260932,-1974.1712586180056,20,True
16,20260933,-1820.9569020812396,80,True
17,20260934,-1956.5735069112588,27,True
18,20260935,-1775.6788834269541,11,True
19,20260936,-1772.1981591601868,10,True
