from_state,to_0,to_1,to_2
0,0.9824416737569901,0.017558326243009847,4.7544521054674193e-29
1,2.8140061643456127e-91,0.9712477224658961,0.028752277534103903
2,0.019052248070351788,1.6911976603342208e-72,0.9809477519296482
