restart,seed,loglik,n_iter,converged
0,20260917,-2103.7893998187337,35,True
1,20260918,-2084.2095890022074,14,True
2,20260919,-1972.737792283385,10,True
3,20260920,-1979.298821059183,27,True
4,20260921,-1989.6400232794374,15,True
5,20260922,-1960.0576117171763,16,True
6,20260923,-2024.6430502444273,15,True
7,20260924,-2041.8926421632668,14,True
8,20260925,-2007.820015305831,37,True
9,20260926,-1998.8049638413868,28,True
10,20260927,-2147.207817800146,32,True
11,20260928,-1960.057593947363,19,True
12,20260929,-1972.737785741148,15,True
13,20260930,-1972.764695109536,11,True
14,20260931,-1936.849249304743,40,True
15,20260932,-2218.6669854352194,64,True
16,20260933,-1960.0576089451474,33,True
17,20260934,-2064.5444422604005,48,True
18,20260935,-1965.1543460486514,42,True
19,20260936,-1965.8125065560932,16,True
