restart,seed,loglik,n_iter,converged
0,20260917,-1695.1064299977618,70,True
1,20260918,-1520.25368651183,19,True
2,20260919,-1496.9985190157074,13,True
3,20260920,-1505.810383251545,24,True
4,20260921,-1491.4412492523509,16,True
5,20260922,-1489.5181910130204,26,True
6,20260923,-1493.3425173097419,61,True
7,20260924,-1510.978720945542,21,True
8,20260925,-1503.4563568314575,21,True
9,20260926,-1481.5316725705368,23,True
10,20260927,-1494.1897739172477,17,True
11,20260928,-1469.6392605157457,182,True
12,20260929,-1481.320511094765,14,True
13,20260930,-1457.0212615236358,37,True
14,20260931,-1561.7873521722706,68,True
15,20260932,-1676.4113977298312,19,True
16,20260933,-1533.7374938105033,61,True
17,20260934,-1626.3944753148157,21,True
18,20260935,-1479.3702451344132,38,True
19,20260936,-1489.5181921168069,15,True
