restart,seed,loglik,n_iter,converged
0,20260917,-1858.3189077340012,51,True
1,20260918,-1881.2760088963867,28,True
2,20260919,-1884.6818007957677,10,True
3,20260920,-1884.6817836008906,13,True
4,20260921,-1884.9507254858092,10,True
5,20260922,-1900.7299982407435,22,True
6,20260923,-1939.6262097990723,16,True
7,20260924,-1884.9507234961998,10,True
8,20260925,-1915.6929407124767,23,True
9,20260926,-1899.1014763184407,43,True
10,20260927,-1876.0576792810864,28,True
11,20260928,-1878.236678714681,17,True
12,20260929,-1910.2883520431944,19,True
13,20260930,-1897.7510662465,9,True
14,20260931,-1936.6461077247036,50,True
15,20260932,-2084.0250529458613,53,True
16,20260933,-1923.2399292336595,52,True
17,20260934,-2093.394290257883,27,True
18,20260935,-1879.4719272931143,23,True
19,20260936,-1878.2366797215705,15,True
