restart,seed,loglik,n_iter,converged
0,20260917,-2836.613013486667,29,True
1,20260918,-2659.3998501869382,87,True
2,20260919,-2678.1320591574477,27,True
3,20260920,-2706.4434949440915,75,True
4,20260921,-2729.34135717666,22,True
5,20260922,-2712.214067569106,33,True
6,20260923,-2674.8165125627847,41,True
7,20260924,-2706.4146846889325,19,True
8,20260925,-2698.755362087933,47,True
9,20260926,-2722.1841810016595,21,True
10,20260927,-2699.369516612197,11,True
11,20260928,-2678.379729541501,20,True
12,20260929,-2715.3583066385104,14,True
13,20260930,-2616.898020455187,18,True
14,20260931,-2650.0609656167767,44,True
15,20260932,-2730.5632046013397,29,True
16,20260933,-2724.778034175033,23,True
17,20260934,-2898.505442823641,32,True
18,20260935,-2707.436555345212,23,True
19,20260936,-2723.168666828448,16,True
