restart,seed,loglik,n_iter,converged
0,20260917,-2575.098093789017,37,True
1,20260918,-2570.60249412857,72,True
2,20260919,-2647.087956248887,30,True
3,20260920,-2563.3153624840793,31,True
4,20260921,-2662.6702178762307,29,True
5,20260922,-2630.068944288811,41,True
6,20260923,-2737.0865826289632,11,True
7,20260924,-2659.6899883775895,14,True
8,20260925,-2595.294665619937,23,True
9,20260926,-2613.9704712772086,22,True
10,20260927,-2635.4307308726666,19,True
11,20260928,-2594.6473395135017,37,True
12,20260929,-2613.970467636128,21,True
13,20260930,-2648.1128594704714,20,True
14,20260931,-2569.417619047275,48,True
15,20260932,-2808.7443804027016,38,True
16,20260933,-2611.7567277513667,67,True
17,20260934,-2558.011966682089,69,True
18,20260935,-2640.915872476802,36,True
19,20260936,-2635.7480470311766,33,True
