restart,seed,loglik,n_iter,converged
0,20260917,-1828.8701398351818,27,True
1,20260918,-1674.1170000258433,71,True
2,20260919,-1678.55881033458,29,True
3,20260920,-1751.4428746443994,30,True
4,20260921,-1682.4298850153405,15,True
5,20260922,-1636.7226832876015,29,True
6,20260923,-1665.5358151489731,31,True
7,20260924,-1659.788521823753,35,True
8,20260925,-1612.5284379772904,59,True
9,20260926,-1652.6385360398951,26,True
10,20260927,-1638.5744258910458,63,True
11,20260928,-1679.589180148925,14,True
12,20260929,-1682.4298686995614,15,True
13,20260930,-1605.6493938606118,71,True
14,20260931,-1628.2153432581663,47,True
15,20260932,-1673.1665456767776,52,True
16,20260933,-1644.9854969314806,23,True
17,20260934,-1783.100304151111,23,True
18,20260935,-1622.8947932112947,29,True
19,20260936,-1684.7665794090913,16,True
