from_state,to_0,to_1,to_2
0,0.9756901122271934,0.016202892622908183,0.008106995149898402
1,6.488925470166091e-247,0.9412995082315655,0.05870049176843453
2,0.031027765831475918,0.015544758490576295,0.9534274756779478
