restart,seed,loglik,n_iter,converged
0,20260917,-2062.2378961152567,40,True
1,20260918,-2013.3737581179903,28,True
2,20260919,-1919.4066415191537,23,True
3,20260920,-2062.2378982460036,46,True
4,20260921,-2062.237894265285,44,True
5,20260922,-2017.370901125601,27,True
6,20260923,-2081.392610580098,11,True
7,20260924,-2017.3709036650278,24,True
8,20260925,-2013.3737259995842,25,True
9,20260926,-2017.3709094892954,21,True
10,20260927,-2076.1960990346934,16,True
11,20260928,-1958.5922403002112,50,True
12,20260929,-2014.8913490351385,35,True
13,20260930,-2013.3737278163526,43,True
14,20260931,-2013.3737486341695,23,True
15,20260932,-1905.0575057407652,21,True
16,20260933,-1945.1289144890393,13,True
17,20260934,-1916.4492288613199,17,True
18,20260935,-2062.237893447286,47,True
19,20260936,-1919.4066430959067,22,True
